feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00011827,U000032,PLAN000032,WHS00000590,WHI000002611,WPI00000565,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011828,U000420,PLAN000920,WHS00016906,WHI000073882,WPI00016118,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011829,U000224,PLAN000724,WHS00013315,WHI000058665,WPI00012900,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau khi hoàn thành phần chính.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011830,U000438,PLAN000438,WHS00008039,WHI000034814,WPI00007598,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011831,U000244,PLAN000744,WHS00013686,WHI000060389,WPI00013277,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi so với khả năng hiện tại.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011832,U000318,PLAN000318,WHS00005838,WHI000026102,WPI00005744,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011833,U000369,PLAN000869,WHS00015969,WHI000070071,WPI00015382,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011834,U000356,PLAN000856,WHS00015738,WHI000069250,WPI00015200,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011835,U000497,PLAN000497,WHS00009142,WHI000039958,WPI00008759,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi xét cảm giác phục hồi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011836,U000077,PLAN000077,WHS00001400,WHI000006133,WPI00001299,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau vài set đầu.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011837,U000356,PLAN000856,WHS00015726,WHI000069166,WPI00015200,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Glute Bridge March hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau vài set đầu.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011838,U000309,PLAN000309,WHS00005689,WHI000025522,WPI00005599,EX0269,Exercise,Difficulty,2,Negative,Too Hard,1,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011839,U000224,PLAN000724,WHS00013312,WHI000058644,WPI00012900,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011840,U000331,PLAN000831,WHS00015289,WHI000067609,WPI00014844,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, trong buổi tập này.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011841,U000356,PLAN000856,WHS00015731,WHI000069200,WPI00015204,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau vài set đầu.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011842,U000290,PLAN000290,WHS00005333,WHI000023658,WPI00005185,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi so với khả năng hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011843,U000420,PLAN000920,WHS00016897,WHI000073818,WPI00016096,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi xét cảm giác phục hồi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011844,U000244,PLAN000744,WHS00013691,WHI000060421,WPI00013277,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011845,U000379,PLAN000879,WHS00016150,WHI000070992,WPI00015532,EX0269,Exercise,Difficulty,2,Negative,Too Hard,1,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi xét cảm giác phục hồi.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011846,U000355,PLAN000355,WHS00006509,WHI000028786,WPI00006367,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011847,U000497,PLAN000497,WHS00009139,WHI000039939,WPI00008740,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011848,U000290,PLAN000290,WHS00005330,WHI000023637,WPI00005185,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011849,U000356,PLAN000856,WHS00015724,WHI000069152,WPI00015200,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong buổi tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011850,U000244,PLAN000244,WHS00004489,WHI000020168,WPI00004460,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi xét cảm giác phục hồi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011851,U000309,PLAN000809,WHS00014889,WHI000065830,WPI00014435,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi xét cảm giác phục hồi.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011852,U000135,PLAN000635,WHS00011684,WHI000051104,WPI00011205,EX0269,Exercise,Difficulty,2,Negative,Too Hard,2,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Glute Bridge March hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau vài set đầu.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011853,U000296,PLAN000296,WHS00005436,WHI000024219,WPI00005311,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011854,U000472,PLAN000972,WHS00017865,WHI000078243,WPI00017111,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011855,U000118,PLAN000118,WHS00002175,WHI000009670,WPI00002107,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở bối cảnh lịch tập này.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011856,U000244,PLAN000744,WHS00013681,WHI000060357,WPI00013277,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Glute Bridge March đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, trong buổi tập này.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011857,U000374,PLAN000374,WHS00006857,WHI000030105,WPI00006629,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011858,U000374,PLAN000374,WHS00006861,WHI000030129,WPI00006629,EX0269,Exercise,Safety,2,Negative,Too Hard,1,Not Applicable,Mild Discomfort,"[""Knee""]",Not Applicable,Dislike,Maintain,Review Safety,"Khi thực hiện Glute Bridge March, vùng Knee hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, ở bối cảnh lịch tập này.","[""Negative"", ""Too Hard"", ""Mild Discomfort"", ""Dislike"", ""Review Safety""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011859,U000266,PLAN000766,WHS00014083,WHI000062123,WPI00013611,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi xét cảm giác phục hồi.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011860,U000466,PLAN000966,WHS00017746,WHI000077466,WPI00016975,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong buổi tập này.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
