plan_id,user_id,username_snapshot,primary_goal_snapshot,secondary_goal_snapshot,training_level_snapshot,plan_name,plan_type,plan_start_date,plan_end_date,duration_weeks,days_per_week,split_type,session_duration_target_min,progression_strategy,weekly_set_target,session_volume_target,deload_strategy,plan_status,generation_source,generator_version,plan_version,exercise_item_count,rationale,safety_notes,created_at,updated_at
PLAN000784,U000284,anh284,Muscle Gain,Strength,Intermediate,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,60,Double Progression,6,3,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,2,"Alternative sequencing for U000284, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000785,U000285,dat285,Muscular Endurance,Athletic Performance,Advanced,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,75,Linear Progression,56,14,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,28,"Alternative sequencing for U000285, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000786,U000286,phong286,Muscle Gain,Muscular Endurance,Intermediate,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Chest Back Legs,90,RPE-Based,48,24,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,16,"Alternative sequencing for U000286, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000787,U000287,mai287,General Fitness,Muscular Endurance,Intermediate,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Chest Back Legs,60,Double Progression,4,2,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,2,"Alternative sequencing for U000287, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000788,U000288,ha288,Mobility and Flexibility,Muscular Endurance,Beginner,8-Week Mobility and Flexibility - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Linear Progression,14,7,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,7,"Alternative sequencing for U000288, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000789,U000289,ngoc289,Rehabilitation and Joint Health,Muscle Gain,Beginner,8-Week Rehabilitation and Joint Health - Push Pull Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,60,Double Progression,40,8,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,20,"Alternative sequencing for U000289, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000790,U000290,phuong290,Athletic Performance,Strength,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Auto,75,Linear Progression,55,18.33,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,21,"Alternative sequencing for U000290, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000791,U000291,long291,Strength,Rehabilitation and Joint Health,Advanced,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,45,Double Progression,38,12.67,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,15,"Alternative sequencing for U000291, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000792,U000292,lan292,General Fitness,Muscular Endurance,Beginner,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Auto,75,Linear Progression,36,7.2,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,25,"Alternative sequencing for U000292, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000793,U000293,tuan293,Muscle Gain,General Fitness,Beginner,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,75,Double Progression,62,15.5,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,28,"Alternative sequencing for U000293, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000794,U000294,ha294,Mobility and Flexibility,General Fitness,Advanced,8-Week Mobility and Flexibility - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,45,RPE-Based,28,7,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000294, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000795,U000295,son295,Mobility and Flexibility,Strength,Intermediate,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Upper Lower,60,Linear Progression,48,12,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000295, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000796,U000296,mai296,Muscular Endurance,General Fitness,Beginner,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Upper Lower,75,Auto,42,14,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,21,"Alternative sequencing for U000296, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000797,U000297,long297,Mobility and Flexibility,Strength,Advanced,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,45,Auto,60,10,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000297, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000798,U000298,lan298,Rehabilitation and Joint Health,Fat Loss,Intermediate,8-Week Rehabilitation and Joint Health - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Body Part Split,60,Linear Progression,38,7.6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,19,"Alternative sequencing for U000298, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000799,U000299,dung299,Muscle Gain,Mobility and Flexibility,Advanced,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,90,RPE-Based,120,24,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,40,"Alternative sequencing for U000299, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000800,U000300,thanh300,Fat Loss,Muscular Endurance,Advanced,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,45,Double Progression,60,10,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000300, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000801,U000301,son301,Muscle Gain,General Fitness,Intermediate,8-Week Muscle Gain - Full Body - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Full Body,60,RPE-Based,63,21,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,21,"Alternative sequencing for U000301, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000802,U000302,phuong302,Rehabilitation and Joint Health,Muscle Gain,Intermediate,8-Week Rehabilitation and Joint Health - Chest Back Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,90,Auto,8,2.67,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000302, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000803,U000303,tuan303,Muscle Gain,Fat Loss,Advanced,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Chest Back Legs,75,Linear Progression,24,12,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,8,"Alternative sequencing for U000303, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000804,U000304,khoa304,Athletic Performance,General Fitness,Advanced,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,45,Auto,78,13,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000304, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000805,U000305,khoa305,General Fitness,Rehabilitation and Joint Health,Beginner,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,45,Linear Progression,54,9,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000305, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000806,U000306,phuong306,Muscular Endurance,Athletic Performance,Advanced,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Auto,90,Auto,8,4,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000306, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000807,U000307,linh307,Muscular Endurance,Strength,Intermediate,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,Auto,48,12,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000307, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000808,U000308,trang308,General Fitness,Rehabilitation and Joint Health,Advanced,8-Week General Fitness - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Upper Lower,90,RPE-Based,48,16,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000308, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000809,U000309,trang309,General Fitness,Mobility and Flexibility,Intermediate,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,90,Double Progression,88,14.67,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,48,"Alternative sequencing for U000309, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000810,U000310,linh310,Athletic Performance,Strength,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,60,Double Progression,10,5,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000310, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000811,U000311,lan311,Athletic Performance,Mobility and Flexibility,Beginner,8-Week Athletic Performance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,45,Auto,16,8,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000311, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000812,U000312,hoang312,Athletic Performance,Muscular Endurance,Beginner,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,90,Linear Progression,36,9,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,16,"Alternative sequencing for U000312, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
